astecid,date,cusip,isin,tradingsymbol,contracttypeid,collateraltypeid,collateralcurrencyid,lowerbound,upperbound,units,newunits
100258,2015-09-07,037833100,US0378331005,AAPL,O,A,AAA,0.2,0.3,406691.0,0.0
100258,2015-09-08,037833100,US0378331005,AAPL,O,A,AAA,0.2,0.3,170853.0,0.0
100258,2015-09-09,037833100,US0378331005,AAPL,O,A,AAA,-0.4,-0.3,2449800.0,130000.0
100258,2015-09-10,037833100,US0378331005,AAPL,O,A,AAA,0.5,0.75,509500.0,200.0
100258,2015-09-11,037833100,US0378331005,AAPL,O,C,USD,0.1,0.2,2821000.0,171000.0
100258,2015-09-14,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,4316100.0,0.0
100258,2015-09-15,037833100,US0378331005,AAPL,O,A,AAA,-0.2,-0.1,4178200.0,888400.0
100258,2015-09-16,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.15,1440400.0,300000.0
100258,2015-09-17,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,2724000.0,166900.0
100258,2015-09-18,037833100,US0378331005,AAPL,O,C,USD,0.8,0.9,54000.0,0.0
100258,2015-09-21,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,1371100.0,421900.0
100258,2015-09-22,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,3515840.0,80000.0
100258,2015-09-23,037833100,US0378331005,AAPL,O,C,USD,0.6,0.7,57500.0,0.0
100258,2015-09-24,037833100,US0378331005,AAPL,O,C,USD,0.5,0.75,1609000.0,82500.0
100258,2015-09-25,037833100,US0378331005,AAPL,O,C,USD,0.8,0.9,54000.0,0.0
100258,2015-09-28,037833100,US0378331005,AAPL,O,A,AAA,-0.8,-0.7,17000.0,0.0
100258,2015-09-29,037833100,US0378331005,AAPL,O,A,AAA,-0.7,-0.6,146000.0,0.0
100258,2015-09-30,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,1512300.0,0.0
100258,2016-04-01,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,46000.0,0.0
100258,2016-04-04,037833100,US0378331005,AAPL,O,N,XXX,0.12,0.13,16000.0,0.0
100258,2016-04-05,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,43300.0,0.0
100258,2016-04-06,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,1570700.0,650000.0
100258,2016-04-07,037833100,US0378331005,AAPL,O,N,XXX,0.15,0.16,188700.0,184600.0
100258,2016-04-08,037833100,US0378331005,AAPL,O,C,USD,0.75,1.0,910400.0,8100.0
100258,2016-04-11,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,43300.0,0.0
100258,2016-04-12,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,1278300.0,186000.0
100258,2016-04-13,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,1222300.0,47100.0
100258,2016-04-14,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,772064.0,69300.0
100258,2016-04-15,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,2715300.0,136700.0
100258,2016-04-18,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,928700.0,106900.0
100258,2016-04-19,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,205500.0,81900.0
100258,2016-04-20,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,1366423.0,59400.0
100258,2016-04-21,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,794000.0,0.0
100258,2016-04-22,037833100,US0378331005,AAPL,O,A,AAA,0.5,0.6,100.0,100.0
100258,2016-04-25,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,387200.0,43100.0
100258,2016-04-26,037833100,US0378331005,AAPL,O,A,AAA,-0.9,-0.8,313000.0,313000.0
100258,2016-04-27,037833100,US0378331005,AAPL,O,C,USD,0.5,0.6,3379700.0,97600.0
100258,2016-04-28,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,205500.0,0.0
100258,2016-04-29,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,162200.0,0.0
100258,2016-05-02,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,859700.0,65700.0
100258,2016-05-03,037833100,US0378331005,AAPL,O,A,AAA,0.5,0.75,100.0,0.0
100258,2016-05-04,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,4101300.0,132200.0
100258,2016-05-05,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,442300.0,100300.0
100258,2016-05-06,037833100,US0378331005,AAPL,O,C,USD,1.25,1.5,156500.0,0.0
100258,2016-05-09,037833100,US0378331005,AAPL,O,A,AAA,-0.9,-0.8,156500.0,0.0
100258,2016-05-10,037833100,US0378331005,AAPL,O,A,AAA,0.5,0.6,100.0,0.0
100258,2016-05-11,037833100,US0378331005,AAPL,O,N,XXX,0.6,0.7,49300.0,0.0
100258,2016-05-12,037833100,US0378331005,AAPL,O,A,AAA,-0.1,0.0,1095100.0,0.0
100258,2016-05-13,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,827750.0,0.0
100258,2016-05-16,037833100,US0378331005,AAPL,O,A,AAA,0.6,0.7,2200.0,0.0
100258,2016-05-17,037833100,US0378331005,AAPL,O,C,USD,1.2,1.3,46500.0,0.0
100258,2016-05-18,037833100,US0378331005,AAPL,O,A,AAA,-0.1,0.0,814300.0,2000.0
100258,2016-05-19,037833100,US0378331005,AAPL,O,C,USD,0.5,0.6,4567000.0,127000.0
100258,2016-05-20,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,1300200.0,465100.0
100258,2016-05-23,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,337700.0,7200.0
100258,2016-05-24,037833100,US0378331005,AAPL,O,C,USD,0.25,0.5,3195575.0,847400.0
100258,2016-05-25,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,1603500.0,212100.0
100258,2016-05-26,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,2221900.0,935300.0
100258,2016-05-27,037833100,US0378331005,AAPL,O,A,AAA,0.2,0.3,426123.0,14000.0
100258,2016-05-30,037833100,US0378331005,AAPL,O,A,AAA,-0.7,-0.6,186100.0,300.0
100258,2016-05-31,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,2422900.0,338100.0
100258,2016-06-01,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,28299934.0,15660651.0
100258,2016-06-02,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,22454546.0,3178835.0
100258,2016-06-03,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,782800.0,0.0
100258,2016-06-06,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,17672865.0,3737200.0
100258,2016-06-07,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,782800.0,0.0
100258,2016-06-08,037833100,US0378331005,AAPL,O,C,USD,-1.0,-0.75,300.0,0.0
100258,2016-06-09,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,865604.0,0.0
100258,2016-06-10,037833100,US0378331005,AAPL,O,A,AAA,0.3,0.4,280304.0,0.0
100258,2016-06-13,037833100,US0378331005,AAPL,O,A,AAA,-0.3,-0.2,1888000.0,517200.0
100258,2016-06-14,037833100,US0378331005,AAPL,O,A,AAA,-0.3,-0.2,1731000.0,0.0
100258,2016-06-15,037833100,US0378331005,AAPL,O,A,AAA,-0.9,-0.8,150700.0,0.0
100258,2016-06-16,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,2652394.0,887700.0
100258,2016-06-17,037833100,US0378331005,AAPL,O,A,AAA,-0.9,-0.8,205100.0,0.0
100258,2016-06-20,037833100,US0378331005,AAPL,O,C,USD,0.5,0.6,5498100.0,119100.0
100258,2016-06-21,037833100,US0378331005,AAPL,O,A,AAA,-1.0,-0.75,249200.0,46300.0
100258,2016-06-22,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,307300.0,0.0
100258,2016-06-23,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,610594.0,71180.0
100258,2016-06-24,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.15,7200.0,0.0
100258,2016-06-27,037833100,US0378331005,AAPL,O,A,AAA,0.1,0.2,6783508.0,131700.0
100258,2016-06-28,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,2716364.0,436203.0
100258,2016-06-29,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,752400.0,17500.0
100258,2016-06-30,037833100,US0378331005,AAPL,O,C,USD,-0.1,0.0,800.0,0.0
100258,2017-07-03,037833100,US0378331005,AAPL,O,C,USD,1.4,1.5,809400.0,0.0
100258,2017-07-04,037833100,US0378331005,AAPL,O,C,USD,1.1,1.2,68700.0,14800.0
100258,2017-07-05,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.15,40000.0,0.0
100258,2017-07-06,037833100,US0378331005,AAPL,O,A,AAA,-0.9,-0.8,6400.0,2400.0
100258,2017-07-07,037833100,US0378331005,AAPL,O,N,XXX,0.2,0.25,50000.0,0.0
100258,2017-07-10,037833100,US0378331005,AAPL,O,C,USD,1.5,1.6,1169400.0,0.0
100258,2017-07-11,037833100,US0378331005,AAPL,O,A,AAA,-1.0,-0.75,214000.0,0.0
100258,2017-07-12,037833100,US0378331005,AAPL,O,A,AAA,1.25,1.5,1500.0,1500.0
100258,2017-07-13,037833100,US0378331005,AAPL,O,C,USD,1.5,1.75,4898700.0,75300.0
100258,2017-07-14,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,691398.0,602600.0
100258,2017-07-17,037833100,US0378331005,AAPL,O,A,AAA,1.0,1.1,356000.0,356000.0
100258,2017-07-18,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.1,436900.0,401900.0
100258,2017-07-19,037833100,US0378331005,AAPL,O,C,USD,1.5,1.6,1133700.0,0.0
100258,2017-07-20,037833100,US0378331005,AAPL,O,N,XXX,0.12,0.13,24000.0,0.0
100258,2017-07-21,037833100,US0378331005,AAPL,O,A,AAA,1.25,1.5,1500.0,1500.0
100258,2017-07-24,037833100,US0378331005,AAPL,O,C,USD,1.3,1.4,1334300.0,324900.0
100258,2017-07-25,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.1,667500.0,10000.0
100258,2017-07-26,037833100,US0378331005,AAPL,O,C,USD,1.5,1.75,5202100.0,61700.0
100258,2017-07-27,037833100,US0378331005,AAPL,O,A,AAA,-0.9,-0.8,5100.0,5100.0
100258,2017-07-28,037833100,US0378331005,AAPL,O,C,USD,1.2,1.3,460800.0,175500.0
100258,2017-07-31,037833100,US0378331005,AAPL,O,A,AAA,1.25,1.5,1000.0,1000.0
100258,2017-08-01,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,5197200.0,0.0
100258,2017-08-02,037833100,US0378331005,AAPL,O,A,AAA,1.0,1.25,9700.0,0.0
100258,2017-08-03,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,4273500.0,329500.0
100258,2017-08-04,037833100,US0378331005,AAPL,O,C,USD,1.25,1.5,1205800.0,59500.0
100258,2017-08-07,037833100,US0378331005,AAPL,O,A,AAA,1.0,1.25,200.0,0.0
100258,2017-08-08,037833100,US0378331005,AAPL,O,C,USD,-1.0,-0.75,2100.0,1600.0
100258,2017-08-09,037833100,US0378331005,AAPL,O,C,USD,-1.0,-0.75,1000.0,0.0
100258,2017-08-10,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,100.0,0.0
100258,2017-08-11,037833100,US0378331005,AAPL,O,A,AAA,0.75,1.0,3000.0,3000.0
100258,2017-08-14,037833100,US0378331005,AAPL,O,A,AAA,-0.2,-0.1,11500.0,0.0
100258,2017-08-15,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,673693.0,30000.0
100258,2017-08-16,037833100,US0378331005,AAPL,O,C,USD,1.75,2.0,715393.0,71700.0
100258,2017-08-17,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,68900.0,0.0
100258,2017-08-18,037833100,US0378331005,AAPL,O,C,USD,0.75,1.0,128000.0,0.0
100258,2017-08-21,037833100,US0378331005,AAPL,O,N,XXX,0.04,0.06,6400.0,0.0
100258,2017-08-22,037833100,US0378331005,AAPL,O,A,AAA,-0.3,-0.2,516200.0,0.0
100258,2017-08-23,037833100,US0378331005,AAPL,O,N,XXX,0.2,0.22,136800.0,0.0
100258,2017-08-24,037833100,US0378331005,AAPL,O,A,AAA,2.0,2.25,500.0,500.0
100258,2017-08-25,037833100,US0378331005,AAPL,O,C,USD,1.6,1.7,3661100.0,0.0
100258,2017-08-28,037833100,US0378331005,AAPL,O,C,USD,1.5,1.75,5774200.0,11000.0
100258,2017-08-29,037833100,US0378331005,AAPL,O,N,XXX,0.18,0.2,138224.0,0.0
100258,2017-08-30,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,1000.0,1000.0
100258,2017-08-31,037833100,US0378331005,AAPL,O,C,USD,2.0,2.25,100.0,100.0
100258,2017-09-01,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,4391700.0,950400.0
100258,2017-09-04,037833100,US0378331005,AAPL,O,N,XXX,0.14,0.16,207254.0,0.0
100258,2017-09-05,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,1140100.0,44500.0
100258,2017-09-06,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,437593.0,0.0
100258,2017-09-07,037833100,US0378331005,AAPL,O,A,AAA,-1.0,-0.75,800.0,800.0
100258,2017-09-08,037833100,US0378331005,AAPL,O,N,XXX,0.2,0.3,120000.0,0.0
100258,2017-09-11,037833100,US0378331005,AAPL,O,N,XXX,0.6,0.7,92500.0,0.0
100258,2017-09-12,037833100,US0378331005,AAPL,O,C,USD,1.75,2.0,364093.0,20000.0
100258,2017-09-13,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,2182600.0,698800.0
100258,2017-09-14,037833100,US0378331005,AAPL,O,N,XXX,0.14,0.16,428425.0,415325.0
100258,2017-09-15,037833100,US0378331005,AAPL,O,N,XXX,0.14,0.16,13112.0,0.0
100258,2017-09-18,037833100,US0378331005,AAPL,O,C,USD,-1.0,-0.75,1600.0,500.0
100258,2017-09-19,037833100,US0378331005,AAPL,O,A,AAA,2.0,2.25,200.0,0.0
100258,2017-09-20,037833100,US0378331005,AAPL,O,C,USD,-1.0,-0.75,100.0,0.0
100258,2017-09-21,037833100,US0378331005,AAPL,O,A,AAA,0.5,0.75,26300.0,26300.0
100258,2017-09-22,037833100,US0378331005,AAPL,O,C,USD,2.0,2.25,200.0,200.0
100258,2017-09-25,037833100,US0378331005,AAPL,O,N,XXX,0.0,0.1,2700.0,0.0
100258,2017-09-26,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,392693.0,12100.0
100258,2017-09-27,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,200.0,0.0
100258,2017-09-28,037833100,US0378331005,AAPL,O,A,AAA,-1.0,-0.75,3200.0,3200.0
100258,2017-09-29,037833100,US0378331005,AAPL,O,C,USD,1.5,1.75,2927212.0,0.0
100258,2015-04-23,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,254000.0,0.0
100258,2015-04-01,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,921306.0,190837.0
100258,2015-04-02,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,304000.0,0.0
100258,2015-04-03,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,3100.0,0.0
100258,2015-04-06,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,304000.0,0.0
100258,2015-04-07,037833100,US0378331005,AAPL,O,C,USD,0.1,0.2,627500.0,0.0
100258,2015-04-08,037833100,US0378331005,AAPL,O,A,AAA,-0.9,-0.8,50200.0,19000.0
100258,2015-04-09,037833100,US0378331005,AAPL,O,C,USD,1.2,1.3,24000.0,0.0
100258,2015-04-13,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,254000.0,0.0
100258,2015-04-14,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,1664700.0,0.0
100258,2015-04-15,037833100,US0378331005,AAPL,O,A,AAA,-1.2,-1.1,24000.0,0.0
100258,2015-04-16,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,254000.0,0.0
100258,2015-04-17,037833100,US0378331005,AAPL,O,N,XXX,0.15,0.2,508000.0,0.0
100258,2015-04-20,037833100,US0378331005,AAPL,O,C,USD,0.25,0.5,9494317.0,647800.0
100258,2015-04-21,037833100,US0378331005,AAPL,O,C,USD,0.1,0.2,504100.0,0.0
100258,2015-04-22,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,10200.0,0.0
100258,2015-04-24,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,389200.0,186000.0
100258,2015-04-27,037833100,US0378331005,AAPL,O,A,AAA,-0.3,-0.2,5763752.0,703000.0
100258,2015-04-28,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,3524204.0,1474139.0
100258,2015-04-29,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.1,92528.0,60656.0
100258,2015-04-30,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,3241800.0,424100.0
100258,2015-05-01,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,9970700.0,532700.0
100258,2015-05-04,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,451000.0,0.0
100258,2015-05-05,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,451000.0,0.0
100258,2015-05-06,037833100,US0378331005,AAPL,O,A,AAA,-0.1,0.0,1117200.0,179500.0
100258,2015-05-07,037833100,US0378331005,AAPL,O,N,XXX,0.05,0.1,150000.0,0.0
100258,2015-05-08,037833100,US0378331005,AAPL,O,C,USD,0.8,0.9,17000.0,0.0
100258,2015-05-11,037833100,US0378331005,AAPL,O,C,USD,-4.75,-4.5,1000.0,1000.0
100258,2015-05-12,037833100,US0378331005,AAPL,O,C,USD,-4.75,-4.5,1000.0,0.0
100258,2015-05-13,037833100,US0378331005,AAPL,O,C,USD,0.1,0.2,1265617.0,217.0
100258,2015-05-14,037833100,US0378331005,AAPL,O,C,USD,1.3,1.4,6587.0,0.0
100258,2015-05-15,037833100,US0378331005,AAPL,O,C,USD,0.6,0.7,241500.0,0.0
100258,2015-05-18,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.1,359438.0,47819.0
100258,2015-05-19,037833100,US0378331005,AAPL,O,A,AAA,-1.0,-0.75,16100.0,600.0
100258,2015-05-20,037833100,US0378331005,AAPL,O,A,AAA,-0.8,-0.7,57000.0,40000.0
100258,2015-05-21,037833100,US0378331005,AAPL,O,A,AAA,-0.2,-0.1,1122100.0,0.0
100258,2015-05-22,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,392200.0,0.0
100258,2015-05-25,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.15,5944116.0,51200.0
100258,2015-05-26,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.1,463800.0,138300.0
100258,2015-05-27,037833100,US0378331005,AAPL,O,C,USD,0.6,0.7,270400.0,0.0
100258,2015-05-28,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,4729861.0,717261.0
100258,2015-05-29,037833100,US0378331005,AAPL,O,C,USD,-0.5,-0.25,2500.0,2500.0
100258,2015-06-01,037833100,US0378331005,AAPL,O,A,AAA,2.0,2.25,1000.0,0.0
100258,2015-06-02,037833100,US0378331005,AAPL,O,N,XXX,0.05,0.1,150000.0,0.0
100258,2015-06-03,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,200.0,200.0
100258,2015-06-04,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,392200.0,0.0
100258,2015-06-05,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,1636799.0,79600.0
100258,2015-06-08,037833100,US0378331005,AAPL,O,N,XXX,0.15,0.2,795600.0,0.0
100258,2015-06-09,037833100,US0378331005,AAPL,O,A,AAA,-0.4,-0.3,6956000.0,875000.0
100258,2015-06-10,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,6812900.0,7000.0
100258,2015-06-11,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.15,897000.0,897000.0
100258,2015-06-12,037833100,US0378331005,AAPL,O,C,USD,0.8,0.9,65200.0,48200.0
100258,2015-06-15,037833100,US0378331005,AAPL,O,C,USD,0.0,0.1,373299.0,120900.0
100258,2015-06-16,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.5,392200.0,0.0
100258,2015-06-17,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.4,1071620.0,12820.0
100258,2015-06-18,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,5886500.0,348800.0
100258,2015-06-19,037833100,US0378331005,AAPL,O,N,XXX,0.05,0.1,150000.0,0.0
100258,2015-06-22,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,2788605.0,749605.0
100258,2015-06-23,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,392200.0,0.0
100258,2015-06-24,037833100,US0378331005,AAPL,O,N,XXX,0.2,0.25,1570000.0,0.0
100258,2015-06-25,037833100,US0378331005,AAPL,O,C,USD,-2.0,-1.75,300.0,0.0
100258,2015-06-26,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,1410605.0,200000.0
100258,2015-06-29,037833100,US0378331005,AAPL,O,C,USD,0.5,0.75,2943320.0,744800.0
100258,2015-06-30,037833100,US0378331005,AAPL,O,C,USD,0.0,0.1,188300.0,35500.0
100258,2017-01-02,037833100,US0378331005,AAPL,O,N,XXX,0.7,0.8,195100.0,0.0
100258,2017-01-03,037833100,US0378331005,AAPL,O,N,XXX,1.0,1.1,177700.0,0.0
100258,2017-01-04,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,5306418.0,8500.0
100258,2017-01-05,037833100,US0378331005,AAPL,O,C,USD,-0.5,-0.25,600.0,0.0
100258,2017-01-06,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,52700.0,1700.0
100258,2017-01-09,037833100,US0378331005,AAPL,O,C,USD,1.25,1.5,682617.0,68000.0
100258,2017-01-10,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,5188465.0,994865.0
100258,2017-01-11,037833100,US0378331005,AAPL,O,N,XXX,0.7,0.8,195100.0,0.0
100258,2017-01-12,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.2,222005.0,95000.0
100258,2017-01-13,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,800.0,0.0
100258,2017-01-16,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.2,171705.0,0.0
100258,2017-01-17,037833100,US0378331005,AAPL,O,C,USD,1.3,1.4,317000.0,0.0
100258,2017-01-18,037833100,US0378331005,AAPL,O,C,USD,1.0,1.1,3025348.0,0.0
100258,2017-01-19,037833100,US0378331005,AAPL,O,C,USD,1.5,1.6,300.0,0.0
100258,2017-01-20,037833100,US0378331005,AAPL,O,C,USD,1.25,1.5,328900.0,11900.0
100258,2017-01-23,037833100,US0378331005,AAPL,O,C,USD,0.5,0.75,2161787.0,880900.0
100258,2017-01-24,037833100,US0378331005,AAPL,O,N,XXX,0.2,0.3,133146.0,0.0
100258,2017-01-25,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,3648748.0,117000.0
100258,2017-01-26,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.2,71933.0,0.0
100258,2017-01-27,037833100,US0378331005,AAPL,O,C,USD,1.5,1.6,268200.0,0.0
100258,2017-01-30,037833100,US0378331005,AAPL,O,N,XXX,0.35,0.4,37200.0,0.0
100258,2017-01-31,037833100,US0378331005,AAPL,O,C,USD,1.7,1.8,7800.0,7800.0
100258,2017-02-01,037833100,US0378331005,AAPL,O,N,XXX,0.5,0.55,15.0,0.0
100258,2017-02-02,037833100,US0378331005,AAPL,O,N,XXX,0.14,0.16,156950.0,2800.0
100258,2017-02-03,037833100,US0378331005,AAPL,O,N,XXX,0.24,0.26,135800.0,0.0
100258,2017-02-06,037833100,US0378331005,AAPL,O,C,EUR,-0.51,-0.5,1300.0,0.0
100258,2017-02-07,037833100,US0378331005,AAPL,O,N,XXX,0.2,0.3,98598.0,0.0
100258,2017-02-08,037833100,US0378331005,AAPL,O,A,AAA,0.7,0.8,566300.0,0.0
100258,2017-02-09,037833100,US0378331005,AAPL,O,A,AAA,0.6,0.7,1097377.0,0.0
100258,2017-02-10,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,1623600.0,0.0
100258,2017-02-13,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,1000.0,0.0
100258,2017-02-14,037833100,US0378331005,AAPL,O,C,USD,1.5,1.6,63500.0,0.0
100258,2017-02-15,037833100,US0378331005,AAPL,O,C,USD,0.5,0.75,130200.0,4000.0
100258,2017-02-16,037833100,US0378331005,AAPL,O,C,EUR,-0.62,-0.6,1300.0,1300.0
100258,2017-02-17,037833100,US0378331005,AAPL,O,C,USD,0.5,0.6,23310.0,9700.0
100258,2017-02-20,037833100,US0378331005,AAPL,O,A,AAA,0.6,0.7,800.0,0.0
100258,2017-02-21,037833100,US0378331005,AAPL,O,A,AAA,0.6,0.7,871.0,71.0
100258,2017-02-22,037833100,US0378331005,AAPL,O,C,USD,1.1,1.2,2350100.0,1121500.0
100258,2017-02-23,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,198600.0,54600.0
100258,2017-02-24,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,148600.0,0.0
100258,2017-02-27,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.12,647900.0,0.0
100258,2017-02-28,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,7248810.0,1012100.0
100258,2017-03-01,037833100,US0378331005,AAPL,O,C,USD,1.5,1.75,10300.0,0.0
100258,2017-03-02,037833100,US0378331005,AAPL,O,N,XXX,0.14,0.16,430750.0,26300.0
100258,2017-03-03,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.4,3591100.0,613000.0
100258,2017-03-06,037833100,US0378331005,AAPL,O,A,AAA,0.1,0.2,11872631.0,235961.0
100258,2017-03-07,037833100,US0378331005,AAPL,O,A,AAA,-0.3,-0.2,104700.0,12800.0
100258,2017-03-08,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,1000.0,0.0
100258,2017-03-09,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,9722198.0,485299.0
100258,2017-03-10,037833100,US0378331005,AAPL,O,A,AAA,-0.2,-0.1,358200.0,28300.0
100258,2017-03-13,037833100,US0378331005,AAPL,O,C,USD,-0.1,0.0,800.0,0.0
100258,2017-03-14,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,1000.0,0.0
100258,2017-03-15,037833100,US0378331005,AAPL,O,A,AAA,-0.3,-0.2,513400.0,0.0
100258,2017-03-16,037833100,US0378331005,AAPL,O,A,AAA,-1.1,-1.0,100.0,100.0
100258,2017-03-17,037833100,US0378331005,AAPL,O,A,AAA,0.5,0.6,21500.0,0.0
100258,2017-03-20,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.15,3268881.0,0.0
100258,2017-03-21,037833100,US0378331005,AAPL,O,C,USD,0.9,1.0,475100.0,36900.0
100258,2017-03-22,037833100,US0378331005,AAPL,O,C,USD,1.4,1.5,442400.0,437400.0
100258,2017-03-23,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,1000.0,0.0
100258,2017-03-24,037833100,US0378331005,AAPL,O,C,USD,-0.1,0.0,800.0,0.0
100258,2017-03-27,037833100,US0378331005,AAPL,O,A,AAA,0.8,0.9,8600.0,0.0
100258,2017-03-28,037833100,US0378331005,AAPL,O,C,USD,0.8,0.9,564000.0,520600.0
