astecid,date,cusip,isin,tradingsymbol,contracttypeid,collateraltypeid,collateralcurrencyid,lowerbound,upperbound,units,newunits
100258,2014-07-16,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,139000.0,70000.0
100258,2014-07-17,037833100,US0378331005,AAPL,O,A,AAA,-4.25,-4.0,100.0,0.0
100258,2014-07-18,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.1,172200.0,47700.0
100258,2014-07-21,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.1,607800.0,500000.0
100258,2014-07-22,037833100,US0378331005,AAPL,O,A,AAA,0.1,0.2,398100.0,170320.0
100258,2014-07-23,037833100,US0378331005,AAPL,O,C,USD,0.9,1.0,210000.0,0.0
100258,2014-07-24,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,250000.0,250000.0
100258,2014-07-25,037833100,US0378331005,AAPL,O,C,USD,0.5,0.6,5469700.0,0.0
100258,2014-07-28,037833100,US0378331005,AAPL,O,A,AAA,-0.9,-0.8,210000.0,0.0
100258,2014-07-29,037833100,US0378331005,AAPL,O,C,USD,-0.3,-0.2,9700.0,0.0
100258,2014-07-30,037833100,US0378331005,AAPL,O,C,USD,0.6,0.7,2597000.0,0.0
100258,2014-07-31,037833100,US0378331005,AAPL,O,A,AAA,-0.6,-0.5,1977900.0,61100.0
100258,2014-08-01,037833100,US0378331005,AAPL,O,A,AAA,-0.2,-0.1,2949369.0,0.0
100258,2014-08-04,037833100,US0378331005,AAPL,O,N,XXX,0.2,0.21,1100.0,0.0
100258,2014-08-05,037833100,US0378331005,AAPL,O,A,AAA,-0.7,-0.6,250000.0,0.0
100258,2014-08-06,037833100,US0378331005,AAPL,O,C,USD,-0.1,0.0,559000.0,600.0
100258,2014-08-07,037833100,US0378331005,AAPL,O,C,USD,0.25,0.5,15123189.0,396700.0
100258,2014-08-08,037833100,US0378331005,AAPL,O,C,USD,0.1,0.2,1402700.0,1063200.0
100258,2014-08-11,037833100,US0378331005,AAPL,O,A,AAA,-0.4,-0.3,5580500.0,235500.0
100258,2014-08-12,037833100,US0378331005,AAPL,O,A,AAA,0.1,0.2,458649.0,44100.0
100258,2014-08-13,037833100,US0378331005,AAPL,O,C,USD,0.6,0.7,2532000.0,200000.0
100258,2014-08-14,037833100,US0378331005,AAPL,O,A,AAA,-0.2,-0.1,2906189.0,561300.0
100258,2014-08-15,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,6847189.0,419400.0
100258,2014-08-18,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,633249.0,40989.0
100258,2014-08-19,037833100,US0378331005,AAPL,O,A,AAA,0.1,0.2,151400.0,151400.0
100258,2014-08-20,037833100,US0378331005,AAPL,O,A,AAA,-0.6,-0.5,2546500.0,0.0
100258,2014-08-21,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.1,371600.0,31400.0
100258,2014-08-22,037833100,US0378331005,AAPL,O,N,XXX,0.15,0.16,64239.0,11600.0
100258,2014-08-25,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,13887900.0,399800.0
100258,2014-08-26,037833100,US0378331005,AAPL,O,C,USD,-4.25,-4.0,3400.0,3400.0
100258,2014-08-27,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,17200.0,16400.0
100258,2014-08-28,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,442100.0,425000.0
100258,2014-08-29,037833100,US0378331005,AAPL,O,A,AAA,4.25,4.5,8700.0,0.0
100258,2014-09-01,037833100,US0378331005,AAPL,O,C,USD,0.25,0.5,16432789.0,459089.0
100258,2014-09-02,037833100,US0378331005,AAPL,O,C,USD,0.0,0.1,27696800.0,27171400.0
100258,2014-09-03,037833100,US0378331005,AAPL,O,A,AAA,0.1,0.2,1870379.0,1865208.0
100258,2014-09-04,037833100,US0378331005,AAPL,O,C,USD,0.1,0.2,1040100.0,724300.0
100258,2014-09-05,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,9825400.0,2025000.0
100258,2014-09-08,037833100,US0378331005,AAPL,O,N,XXX,0.15,0.16,58369.0,70679.0
100258,2014-09-09,037833100,US0378331005,AAPL,O,N,XXX,0.15,0.16,62669.0,5991.0
100258,2014-09-10,037833100,US0378331005,AAPL,O,C,USD,0.5,0.75,3775000.0,5200.0
100258,2014-09-11,037833100,US0378331005,AAPL,O,C,USD,0.5,0.75,3775000.0,0.0
100258,2014-09-12,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,1055200.0,604900.0
100258,2014-09-15,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,44241.0,2100.0
100258,2014-09-16,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,369141.0,327000.0
100258,2014-09-17,037833100,US0378331005,AAPL,O,A,AAA,-0.8,-0.7,13000.0,0.0
100258,2014-09-18,037833100,US0378331005,AAPL,O,A,AAA,-0.4,-0.3,9967600.0,1430500.0
100258,2014-09-19,037833100,US0378331005,AAPL,O,C,USD,0.5,0.75,2997300.0,306600.0
100258,2014-09-22,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,3025928.0,2760247.0
100258,2014-09-23,037833100,US0378331005,AAPL,O,C,USD,0.25,0.5,21671060.0,130000.0
100258,2014-09-24,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,8992260.0,0.0
100258,2014-09-25,037833100,US0378331005,AAPL,O,C,USD,0.25,0.5,19191760.0,1433600.0
100258,2014-09-26,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,647092.0,314639.0
100258,2014-09-29,037833100,US0378331005,AAPL,O,C,USD,-4.25,-4.0,100.0,0.0
100258,2014-09-30,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,2698100.0,462000.0
100258,2014-10-23,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,11238019.0,1600600.0
100258,2014-10-24,037833100,US0378331005,AAPL,O,C,USD,1.0,1.1,100.0,0.0
100258,2014-10-27,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,5674000.0,6000.0
100258,2014-10-28,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,11433100.0,0.0
100258,2014-10-29,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,2700.0,2700.0
100258,2014-10-30,037833100,US0378331005,AAPL,O,C,USD,0.75,1.0,43400.0,0.0
100258,2014-10-31,037833100,US0378331005,AAPL,O,A,AAA,4.25,4.5,3800.0,0.0
100258,2014-11-03,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,730000.0,255400.0
100258,2014-11-04,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,26800.0,26800.0
100258,2014-11-05,037833100,US0378331005,AAPL,O,C,USD,-4.25,-4.0,100.0,0.0
100258,2014-11-06,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,482100.0,172000.0
100258,2014-11-07,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,772300.0,89878.0
100258,2014-11-10,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,3363586.0,3109686.0
100258,2014-11-11,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,3345586.0,1793086.0
100258,2014-11-12,037833100,US0378331005,AAPL,O,C,USD,-4.25,-4.0,100.0,0.0
100258,2014-11-13,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,120000.0,120000.0
100258,2014-11-14,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,120000.0,0.0
100258,2014-11-17,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,120000.0,0.0
100258,2014-11-18,037833100,US0378331005,AAPL,O,C,USD,-0.5,-0.25,2900.0,2900.0
100258,2014-11-19,037833100,US0378331005,AAPL,O,N,XXX,0.15,0.2,240000.0,0.0
100258,2014-11-20,037833100,US0378331005,AAPL,O,A,AAA,0.1,0.2,767900.0,242400.0
100258,2014-11-21,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,39000.0,8000.0
100258,2014-11-24,037833100,US0378331005,AAPL,O,C,USD,0.25,0.5,7159558.0,662058.0
100258,2014-11-25,037833100,US0378331005,AAPL,O,N,XXX,0.2,0.25,62000.0,0.0
100258,2014-11-26,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,5209300.0,550000.0
100258,2014-11-27,037833100,US0378331005,AAPL,O,C,USD,-0.2,-0.1,1500.0,0.0
100258,2014-11-28,037833100,US0378331005,AAPL,O,A,AAA,1.0,1.25,200.0,200.0
100258,2014-12-01,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,4257300.0,119989.0
100258,2014-12-02,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,906800.0,0.0
100258,2014-12-03,037833100,US0378331005,AAPL,O,C,USD,0.0,0.1,4097000.0,557989.0
100258,2014-12-04,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,2047765.0,113400.0
100258,2014-10-01,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,14125000.0,0.0
100258,2014-10-02,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.4,1500500.0,0.0
100258,2014-10-03,037833100,US0378331005,AAPL,O,A,AAA,-0.7,-0.6,33000.0,0.0
100258,2014-10-06,037833100,US0378331005,AAPL,O,A,AAA,-1.0,-0.75,17200.0,4200.0
100258,2014-10-07,037833100,US0378331005,AAPL,O,C,USD,0.5,0.6,1527900.0,27400.0
100258,2014-10-08,037833100,US0378331005,AAPL,O,C,USD,-0.1,0.0,226400.0,222800.0
100258,2014-10-09,037833100,US0378331005,AAPL,O,C,USD,0.5,0.6,1266800.0,5000.0
100258,2014-10-10,037833100,US0378331005,AAPL,O,C,USD,-0.2,-0.1,2700.0,2700.0
100258,2014-10-13,037833100,US0378331005,AAPL,O,C,USD,0.0,0.1,177700.0,0.0
100258,2014-10-14,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,746500.0,468400.0
100258,2014-10-15,037833100,US0378331005,AAPL,O,C,USD,0.25,0.5,21152019.0,1193700.0
100258,2014-10-16,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,31400.0,15900.0
100258,2014-10-17,037833100,US0378331005,AAPL,O,C,USD,-0.1,0.0,710300.0,706700.0
100258,2014-10-20,037833100,US0378331005,AAPL,O,C,USD,0.6,0.7,1396700.0,0.0
100258,2014-10-21,037833100,US0378331005,AAPL,O,A,AAA,-0.3,-0.2,9607419.0,0.0
100258,2014-10-22,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.4,1663800.0,5400.0
100258,2014-12-05,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,39000.0,0.0
100258,2014-12-09,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,39000.0,0.0
100258,2014-12-10,037833100,US0378331005,AAPL,O,C,USD,-4.25,-4.0,8100.0,8100.0
100258,2014-12-11,037833100,US0378331005,AAPL,O,A,AAA,4.25,4.5,8100.0,0.0
100258,2014-12-12,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,3745820.0,21700.0
100258,2014-12-15,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,1376700.0,469900.0
100258,2014-12-16,037833100,US0378331005,AAPL,O,C,USD,-4.25,-4.0,2800.0,0.0
100258,2014-12-17,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,100.0,0.0
100258,2014-12-18,037833100,US0378331005,AAPL,O,C,USD,0.75,1.0,56800.0,0.0
100258,2014-12-19,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,892200.0,103510.0
100258,2014-12-22,037833100,US0378331005,AAPL,O,N,XXX,0.15,0.16,356100.0,300000.0
100258,2014-12-23,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,2033200.0,686000.0
100258,2014-12-24,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,1930400.0,364200.0
100258,2014-12-25,037833100,US0378331005,AAPL,O,C,USD,-1.0,-0.75,200.0,0.0
100258,2014-12-26,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.1,173600.0,173600.0
100258,2014-12-29,037833100,US0378331005,AAPL,O,A,AAA,1.1,1.2,200.0,0.0
100258,2014-12-30,037833100,US0378331005,AAPL,O,C,USD,-1.0,-0.75,100.0,100.0
100258,2014-12-31,037833100,US0378331005,AAPL,O,C,USD,0.75,1.0,173200.0,20000.0
100258,2015-01-01,037833100,US0378331005,AAPL,O,N,XXX,0.15,0.16,73000.0,0.0
100258,2015-01-02,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,3000.0,900.0
100258,2015-01-05,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,6300.0,6300.0
100258,2015-01-06,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,1280000.0,0.0
100258,2015-01-07,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,1540200.0,190300.0
100258,2015-01-08,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,1616300.0,233300.0
100258,2015-01-09,037833100,US0378331005,AAPL,O,N,XXX,0.5,0.6,84700.0,0.0
100258,2015-01-12,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,5265500.0,275000.0
100258,2015-01-13,037833100,US0378331005,AAPL,O,N,XXX,0.58,0.59,84700.0,0.0
100258,2015-01-14,037833100,US0378331005,AAPL,O,C,USD,-0.1,0.0,5900.0,5900.0
100258,2015-01-15,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,1119200.0,351000.0
100258,2015-01-16,037833100,US0378331005,AAPL,O,A,AAA,-0.3,-0.2,2675150.0,1178250.0
100258,2015-01-19,037833100,US0378331005,AAPL,O,C,USD,0.5,0.6,3366200.0,44500.0
100258,2015-01-20,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,3600.0,3600.0
100258,2015-01-21,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,1767300.0,37600.0
100258,2015-01-22,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.1,24200.0,24200.0
100258,2015-01-23,037833100,US0378331005,AAPL,O,A,AAA,-0.7,-0.6,39000.0,0.0
100258,2015-01-26,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,741434.0,18000.0
100258,2015-01-27,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,10879400.0,827200.0
100258,2015-01-28,037833100,US0378331005,AAPL,O,C,USD,0.75,1.0,97400.0,40600.0
100258,2015-01-29,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,1877800.0,35992.0
100258,2015-01-30,037833100,US0378331005,AAPL,O,N,XXX,0.18,0.2,319000.0,101000.0
100258,2015-02-02,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,577700.0,225500.0
100258,2015-02-03,037833100,US0378331005,AAPL,O,C,USD,0.1,0.2,4800.0,4800.0
100258,2015-02-04,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,3966109.0,2800400.0
100258,2015-02-05,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,551317.0,144537.0
100258,2015-02-06,037833100,US0378331005,AAPL,O,C,USD,0.0,0.1,338000.0,70100.0
100258,2015-02-09,037833100,US0378331005,AAPL,O,A,AAA,-1.0,-0.75,5742.0,0.0
100258,2015-02-10,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,3843800.0,623000.0
100258,2015-02-11,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,431624.0,88874.0
100258,2015-02-12,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,3212100.0,640000.0
100258,2015-02-13,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,215527.0,31068.0
100258,2015-02-16,037833100,US0378331005,AAPL,O,C,USD,-1.25,-1.0,900.0,900.0
100258,2015-02-17,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,95500.0,95500.0
100258,2015-02-18,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,122000.0,0.0
100258,2015-02-19,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,19000.0,19000.0
100258,2015-02-20,037833100,US0378331005,AAPL,O,A,AAA,1.0,1.25,300.0,300.0
100258,2015-02-23,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,12242.0,0.0
100258,2015-02-24,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,75000.0,12000.0
100258,2015-02-25,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,75000.0,0.0
100258,2015-02-26,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,101000.0,26000.0
100258,2015-02-27,037833100,US0378331005,AAPL,O,C,USD,-4.75,-4.5,1600.0,1600.0
100258,2015-03-02,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,101000.0,0.0
100258,2015-03-03,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,101000.0,0.0
100258,2015-03-04,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,126000.0,25000.0
100258,2015-03-05,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,730568.0,109335.0
100258,2015-03-06,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,140000.0,11000.0
100258,2015-03-09,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.42,154000.0,14000.0
100258,2015-03-10,037833100,US0378331005,AAPL,O,C,USD,0.5,0.75,1084400.0,85000.0
100258,2015-03-11,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.4,662500.0,35400.0
100258,2015-03-12,037833100,US0378331005,AAPL,O,C,USD,1.0,1.1,900.0,300.0
100258,2015-03-13,037833100,US0378331005,AAPL,O,C,USD,-5.25,-5.0,2900.0,2900.0
100258,2015-03-16,037833100,US0378331005,AAPL,O,C,USD,0.25,0.5,5962896.0,0.0
100258,2015-03-17,037833100,US0378331005,AAPL,O,C,USD,0.5,0.6,810700.0,103000.0
100258,2015-03-18,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,3222896.0,105600.0
100258,2015-03-19,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,4095500.0,90000.0
100258,2015-03-20,037833100,US0378331005,AAPL,O,A,AAA,-0.1,0.0,1058741.0,50000.0
100258,2015-03-23,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,10402200.0,6305800.0
100258,2015-03-24,037833100,US0378331005,AAPL,O,A,AAA,4.75,5.0,4000.0,4000.0
100258,2015-03-25,037833100,US0378331005,AAPL,O,A,AAA,1.0,1.25,200.0,0.0
100258,2015-03-26,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.4,442000.0,0.0
100258,2015-03-27,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,1802698.0,85822.0
100258,2015-03-30,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,175700.0,22300.0
100258,2015-03-31,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.4,2514600.0,23100.0
100258,2015-11-10,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,100.0,100.0
100258,2015-11-11,037833100,US0378331005,AAPL,O,N,XXX,0.15,0.2,121700.0,0.0
100258,2015-11-12,037833100,US0378331005,AAPL,O,A,AAA,1.0,1.25,1600.0,1600.0
100258,2015-11-13,037833100,US0378331005,AAPL,O,C,USD,0.25,0.5,8721400.0,1072400.0
100258,2015-11-16,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.2,1747962.0,1487900.0
100258,2015-11-17,037833100,US0378331005,AAPL,O,C,USD,1.0,1.25,91900.0,300.0
100258,2015-11-18,037833100,US0378331005,AAPL,O,N,XXX,0.7,0.8,45000.0,0.0
100258,2015-11-19,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.2,389262.0,33900.0
100258,2015-11-20,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,969000.0,206645.0
100258,2015-11-23,037833100,US0378331005,AAPL,O,A,AAA,1.0,1.25,100.0,100.0
100258,2015-10-01,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,428300.0,0.0
100258,2015-10-02,037833100,US0378331005,AAPL,O,A,AAA,0.25,0.5,457600.0,2100.0
100258,2015-10-05,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.25,2895683.0,610200.0
100258,2015-10-06,037833100,US0378331005,AAPL,O,A,AAA,-0.1,0.0,523300.0,178000.0
100258,2015-10-12,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,428300.0,0.0
100258,2015-10-13,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,2777300.0,260000.0
100258,2015-10-14,037833100,US0378331005,AAPL,O,C,USD,0.5,0.75,1612300.0,77300.0
100258,2015-10-15,037833100,US0378331005,AAPL,O,C,USD,0.0,0.25,2040000.0,898255.0
100258,2015-10-16,037833100,US0378331005,AAPL,O,C,USD,1.0,1.1,4900.0,4900.0
100258,2015-10-19,037833100,US0378331005,AAPL,O,N,XXX,0.2,0.25,30029.0,0.0
100258,2015-10-20,037833100,US0378331005,AAPL,O,N,XXX,0.2,0.25,30029.0,0.0
100258,2015-10-21,037833100,US0378331005,AAPL,O,C,USD,1.0,1.1,37500.0,0.0
100258,2015-10-22,037833100,US0378331005,AAPL,O,C,USD,0.4,0.5,1700600.0,35300.0
100258,2015-10-23,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,1443300.0,0.0
100258,2015-10-26,037833100,US0378331005,AAPL,O,A,AAA,0.5,0.6,588100.0,0.0
100258,2015-10-27,037833100,US0378331005,AAPL,O,C,USD,0.0,0.1,679300.0,649800.0
100258,2015-10-28,037833100,US0378331005,AAPL,O,A,AAA,-0.1,0.0,231200.0,6000.0
100258,2015-10-29,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,1051800.0,600000.0
100258,2015-10-30,037833100,US0378331005,AAPL,O,C,USD,0.8,0.9,54000.0,0.0
100258,2015-11-02,037833100,US0378331005,AAPL,O,A,AAA,-1.0,-0.75,24900.0,24900.0
100258,2015-11-03,037833100,US0378331005,AAPL,O,A,AAA,1.0,1.25,200.0,0.0
100258,2015-11-04,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,8000.0,0.0
100258,2015-11-05,037833100,US0378331005,AAPL,O,N,XXX,0.1,0.15,100.0,0.0
100258,2015-11-06,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,6189700.0,2184900.0
100258,2015-11-09,037833100,US0378331005,AAPL,O,C,USD,2.0,4.0,2000.0,0.0
100258,2015-11-24,037833100,US0378331005,AAPL,O,N,XXX,0.7,0.8,45000.0,0.0
100258,2015-11-25,037833100,US0378331005,AAPL,O,A,AAA,-2.25,-2.0,2000.0,0.0
100258,2015-11-26,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.25,2175500.0,6000.0
100258,2015-11-27,037833100,US0378331005,AAPL,O,N,XXX,0.7,0.8,45000.0,0.0
100258,2015-11-30,037833100,US0378331005,AAPL,O,N,XXX,0.0,0.1,2350000.0,2350000.0
100258,2015-12-01,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,956800.0,231400.0
100258,2015-12-02,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,414600.0,0.0
100258,2015-07-01,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,200000.0,0.0
100258,2015-07-02,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,317700.0,0.0
100258,2015-07-03,037833100,US0378331005,AAPL,O,C,USD,0.8,0.9,17000.0,0.0
100258,2015-07-06,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,159700.0,0.0
100258,2015-07-07,037833100,US0378331005,AAPL,O,C,USD,0.7,0.8,158600.0,1000.0
100258,2015-07-08,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,120000.0,40000.0
100258,2015-07-09,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,200000.0,0.0
100258,2015-07-10,037833100,US0378331005,AAPL,O,N,XXX,0.05,0.1,150000.0,0.0
100258,2015-07-13,037833100,US0378331005,AAPL,O,A,AAA,0.4,0.5,15900.0,0.0
100258,2015-07-14,037833100,US0378331005,AAPL,O,N,XXX,0.05,0.1,150000.0,0.0
100258,2015-07-15,037833100,US0378331005,AAPL,O,A,AAA,0.0,0.1,483703.0,9700.0
100258,2015-07-16,037833100,US0378331005,AAPL,O,A,AAA,-0.1,0.0,10800.0,10600.0
100258,2015-07-17,037833100,US0378331005,AAPL,O,C,USD,0.6,0.7,479320.0,0.0
100258,2015-07-20,037833100,US0378331005,AAPL,O,C,USD,0.9,1.0,58100.0,58100.0
100258,2015-07-21,037833100,US0378331005,AAPL,O,A,AAA,-0.4,-0.3,4731100.0,133300.0
100258,2015-07-22,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.4,886620.0,0.0
100258,2015-07-23,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,935000.0,0.0
100258,2015-07-24,037833100,US0378331005,AAPL,O,C,USD,0.1,0.2,4100.0,3900.0
100258,2015-07-27,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.45,439000.0,0.0
100258,2015-07-28,037833100,US0378331005,AAPL,O,C,USD,0.5,0.6,1175100.0,40100.0
100258,2015-07-29,037833100,US0378331005,AAPL,O,A,AAA,-0.3,-0.2,537205.0,127600.0
100258,2015-07-31,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,431000.0,199100.0
100258,2015-08-03,037833100,US0378331005,AAPL,O,C,USD,0.0,0.1,258503.0,231900.0
100258,2015-08-04,037833100,US0378331005,AAPL,O,C,USD,-0.25,0.0,100.0,100.0
100258,2015-08-05,037833100,US0378331005,AAPL,O,A,AAA,0.1,0.2,717903.0,0.0
100258,2015-08-06,037833100,US0378331005,AAPL,O,C,USD,0.5,0.6,936700.0,174300.0
100258,2015-08-07,037833100,US0378331005,AAPL,O,N,XXX,0.55,0.6,501000.0,0.0
100258,2015-08-10,037833100,US0378331005,AAPL,O,C,USD,0.3,0.4,7150200.0,425000.0
100258,2015-08-11,037833100,US0378331005,AAPL,O,A,AAA,-0.75,-0.5,67720.0,9600.0
100258,2015-08-12,037833100,US0378331005,AAPL,O,N,XXX,0.55,0.6,501000.0,0.0
100258,2015-08-13,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,2270900.0,200000.0
100258,2015-08-14,037833100,US0378331005,AAPL,O,C,USD,0.8,0.9,54000.0,12000.0
100258,2015-08-17,037833100,US0378331005,AAPL,O,A,AAA,0.6,0.7,100.0,0.0
100258,2015-08-18,037833100,US0378331005,AAPL,O,A,AAA,0.3,0.4,389337.0,0.0
100258,2015-08-19,037833100,US0378331005,AAPL,O,A,AAA,-0.1,0.0,438000.0,0.0
100258,2015-08-20,037833100,US0378331005,AAPL,O,C,USD,0.1,0.2,335200.0,125900.0
100258,2015-08-21,037833100,US0378331005,AAPL,O,A,AAA,-0.2,-0.1,5822800.0,32200.0
100258,2015-08-24,037833100,US0378331005,AAPL,O,C,USD,0.1,0.2,137700.0,67900.0
100258,2015-08-25,037833100,US0378331005,AAPL,O,A,AAA,-0.25,0.0,9792000.0,780300.0
100258,2015-08-26,037833100,US0378331005,AAPL,O,N,XXX,0.4,0.5,180800.0,48500.0
100258,2015-08-27,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,1978100.0,0.0
100258,2015-08-28,037833100,US0378331005,AAPL,O,A,AAA,-0.4,-0.3,2510400.0,60800.0
100258,2015-08-31,037833100,US0378331005,AAPL,O,C,USD,-0.5,-0.4,100.0,100.0
100258,2015-09-01,037833100,US0378331005,AAPL,O,A,AAA,-0.5,-0.4,318200.0,8900.0
100258,2015-09-02,037833100,US0378331005,AAPL,O,A,AAA,-0.2,-0.1,4246100.0,1794400.0
100258,2015-09-03,037833100,US0378331005,AAPL,O,C,USD,0.2,0.3,3305800.0,226500.0
100258,2015-09-04,037833100,US0378331005,AAPL,O,A,AAA,-0.4,-0.3,2958500.0,631500.0
